Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Week,Target
0,75.55,3.749,221.6718,7.143,1970,1,1,1,1684519.99
0,43.49,3.76,199.0539368,7.557,1970,1,1,1,1176681.31
0,25.9,3.523,136.753,4.261,1970,1,1,1,780607.52
0,26.09,3.452,133.4921429,8.252,1970,1,1,1,1235121.33
0,75.5,2.715,204.7583566,7.527,1970,1,1,1,2121561.41
0,79.54,2.705,211.7325146,6.465,1970,1,1,1,337825.89
0,59.15,3.045,205.1683214,10.398,1970,1,1,1,626627.77
0,91.22,3.533,217.3343423,6.925,1970,1,1,1,1481618.74
0,78.91,3.452,225.4947868,5.539,1970,1,1,1,582525.42
0,63.97,3.873,139.0028333,8.252,1970,1,1,1,1042454.61
1,79.3,2.565,211.1532104,8.099,1970,1,1,1,1308179.02
1,38.09,2.955,127.0876774,7.127,1970,1,1,1,1794868.74
0,51.78,3.569,187.8774913,8.523,1970,1,1,1,2056846.12
0,45.14,3.348,127.7195806,14.021,1970,1,1,1,1564897.32
0,40.65,3.489,129.8268333,6.392,1970,1,1,1,2016323.51
0,60.05,2.98,126.6050645,9.765,1970,1,1,1,1893532.46
0,42.26,2.704,126.6042857,9.521,1970,1,1,1,921247.88
0,47.69,3.845,131.1173333,6.235,1970,1,1,1,1119979.98
0,68.6,3.864,131.1173333,4.308,1970,1,1,1,2144336.89
0,51.29,2.886,211.0646599,8.163,1970,1,1,1,2068942.97
0,74.34,3.807,216.0280407,6.489,1970,1,1,1,328415.44
0,31.75,2.777,204.4940734,8.187,1970,1,1,1,2119213.72
0,81.16,3.355,217.2760127,6.529,1970,1,1,1,292315.38
0,82.99,3.475,191.1338827,8.684,1970,1,1,1,1862128.95
0,23.94,3.231,205.7329407,7.343,1970,1,1,1,639830.45
0,30.1,3.193,132.8823226,9.131,1970,1,1,1,933960.3
0,57.8,3.781,130.4546207,7.603,1970,1,1,1,266300.98
0,80.71,3.638,226.0734135,5.277,1970,1,1,1,576879.15
0,59.69,2.728,211.6608975,8.163,1970,1,1,1,1916812.74
0,30.53,3.6,133.7361429,5.114,1970,1,1,1,860255.58
0,83.49,2.935,126.114,9.524,1970,1,1,1,1837636.24
0,52.5,3.701,129.8459667,12.89,1970,1,1,1,411252.02
0,53.96,2.625,214.6751386,7.368,1970,1,1,1,1426622.65
0,74.66,2.567,210.4404433,8.476,1970,1,1,1,422169.47
0,67.05,2.77,132.6932258,9.342,1970,1,1,1,1214302.76
0,60.9,3.948,215.3583757,7.28,1970,1,1,1,657241.63
0,46.87,3.021,132.0226667,8.185,1970,1,1,1,1456793.33
0,63.26,3.488,214.0156238,8.028,1970,1,1,1,793569.0
0,78.82,3.256,213.3134286,9.285,1970,1,1,1,627634.04
0,70.71,3.804,208.2306018,7.287,1970,1,1,1,699270.1
0,61.7,2.69,190.0990028,9.017,1970,1,1,1,643854.17
0,84.79,3.608,220.9853964,6.623,1970,1,1,1,282647.48
0,45.03,3.51,220.0651993,7.057,1970,1,1,1,834663.52
0,39.11,3.445,140.4700795,7.706,1970,1,1,1,1453153.33
0,78.39,3.346,221.8030211,7.143,1970,1,1,1,1527845.81
0,77.92,4.193,129.0444333,8.687,1970,1,1,1,257031.19
0,78.86,2.582,203.4499286,9.816,1970,1,1,1,725043.04
0,91.74,3.743,129.2405806,13.503,1970,1,1,1,966817.24
0,76.04,3.567,214.7331351,7.28,1970,1,1,1,1970170.29
1,67.51,3.738,209.0225562,7.274,1970,1,1,1,673248.48
0,52.21,3.268,219.6258417,7.057,1970,1,1,1,438760.62
0,82.81,2.668,214.787913,7.343,1970,1,1,1,1339570.85
0,42.24,3.655,128.9553,6.774,1970,1,1,1,1060770.11
0,85.69,3.524,214.8368678,7.852,1970,1,1,1,1866243.0
0,52.96,2.762,190.8623087,9.137,1970,1,1,1,1096692.88
0,65.07,2.885,132.6932258,8.099,1970,1,1,1,649791.15
1,25.3,2.742,191.0121805,7.508,1970,1,1,1,1866681.57
0,36.25,3.921,137.7261935,4.261,1970,1,1,1,871945.64
0,66.58,3.683,138.1295333,8.304,1970,1,1,1,1057425.83
1,70.87,2.699,182.598178,8.743,1970,1,1,1,721460.22
0,29.53,3.479,195.7184713,8.513,1970,1,1,1,539826.56
0,66.34,2.633,210.5144398,8.476,1970,1,1,1,524483.65
0,37.77,3.663,192.6243322,6.339,1970,1,1,1,378100.31
0,57.53,3.096,132.2230323,8.185,1970,1,1,1,1377716.17
0,82.04,2.64,214.695346,7.346,1970,1,1,1,347955.05
0,66.17,3.308,221.6432852,7.197,1970,1,1,1,1315091.63
0,27.84,2.747,131.637,5.892,1970,1,1,1,916289.2
0,65.17,3.808,131.0983226,5.965,1970,1,1,1,2131900.55
0,40.68,3.611,140.4700795,7.906,1970,1,1,1,2205919.86
0,52.12,3.618,136.5017742,4.42,1970,1,1,1,1441032.59
0,48.33,2.941,126.3805667,8.107,1970,1,1,1,1785823.37
0,68.99,2.77,132.6932258,10.409,1970,1,1,1,545766.13
0,70.83,3.473,216.1438163,6.858,1970,1,1,1,1438465.81
0,69.92,3.721,226.5599138,5.277,1970,1,1,1,533756.88
0,71.67,3.274,217.0048261,7.441,1970,1,1,1,1743882.19
0,78.26,2.783,136.4179827,8.861,1970,1,1,1,1124414.87
0,19.83,2.954,131.5279032,8.35,1970,1,1,1,652122.44
0,75.0,4.026,142.4054482,8.239,1970,1,1,1,1731935.43
0,81.53,3.57,129.2832581,6.56,1970,1,1,1,324174.79
0,24.36,2.788,135.3524608,8.283,1970,1,1,1,1033017.37
0,72.2,3.355,220.1329176,6.425,1970,1,1,1,809049.37
0,61.77,3.538,194.8779718,6.901,1970,1,1,1,1160619.61
0,57.95,3.159,222.6426418,7.197,1970,1,1,1,510747.62
0,82.41,3.311,225.4438827,6.334,1970,1,1,1,1344483.81
0,33.02,2.983,211.1176713,8.028,1970,1,1,1,1744193.58
0,69.02,3.095,135.962,8.058,1970,1,1,1,1939458.84
0,70.28,3.617,222.8159296,6.17,1970,1,1,1,651768.91
0,84.62,2.562,210.3292106,8.36,1970,1,1,1,412050.73
0,53.11,2.908,126.1602258,8.107,1970,1,1,1,1877358.86
0,31.82,2.989,216.1162864,6.416,1970,1,1,1,544612.28
0,61.71,3.746,142.1158099,7.671,1970,1,1,1,1061134.37
0,39.51,3.752,133.7361429,8.252,1970,1,1,1,1253218.7
0,37.47,3.827,141.3875357,7.503,1970,1,1,1,974866.65
0,30.24,3.585,136.698129,7.943,1970,1,1,1,516087.65
0,36.54,3.957,137.7970968,4.125,1970,1,1,1,1132064.23
0,77.53,3.749,221.3095166,6.891,1970,1,1,1,1391257.28
0,38.99,2.737,191.0411474,7.508,1970,1,1,1,1175326.23
0,62.54,3.095,132.1062,8.185,1970,1,1,1,1566219.77
0,65.86,2.77,210.6228574,7.808,1970,1,1,1,1545418.53
0,37.08,3.2,132.7566667,8.275,1970,1,1,1,1413302.7
0,78.49,3.467,217.9188471,6.925,1970,1,1,1,1336044.75
0,84.99,3.022,126.0892903,9.199,1970,1,1,1,465993.51
0,76.86,3.224,130.683,4.077,1970,1,1,1,2100252.61
0,50.74,3.342,127.5800323,14.021,1970,1,1,1,357557.16
0,42.49,2.782,126.6066452,8.119,1970,1,1,1,269624.2
0,46.42,2.788,189.4904116,8.963,1970,1,1,1,1079314.52
0,54.46,3.332,221.4820921,6.054,1970,1,1,1,597855.07
0,54.29,3.112,222.8258628,7.197,1970,1,1,1,2213518.5
0,58.49,4.211,134.593,8.212,1970,1,1,1,1311950.16
0,72.55,3.622,218.4553663,7.574,1970,1,1,1,384075.31
0,56.69,3.659,198.1267184,6.061,1970,1,1,1,526525.16
0,10.53,2.58,189.3816974,9.014,1970,1,1,1,496725.44
0,67.97,3.979,138.1101935,8.15,1970,1,1,1,693780.42
0,53.57,3.75,199.1481963,7.557,1970,1,1,1,1199292.06
0,48.89,2.625,211.9071653,6.566,1970,1,1,1,288855.71
0,82.74,2.669,210.8803726,8.099,1970,1,1,1,2003940.64
0,53.15,2.921,181.6620359,8.899,1970,1,1,1,2082355.12
0,22.91,3.568,136.9598387,4.261,1970,1,1,1,770157.29
0,79.47,3.452,221.3877467,6.891,1970,1,1,1,707895.72
0,65.36,3.723,197.692292,6.169,1970,1,1,1,570045.79
0,69.59,3.046,132.2939355,8.211,1970,1,1,1,1473868.15
0,68.91,3.63,130.7196333,5.936,1970,1,1,1,1046782.52
0,55.46,3.521,128.7199355,10.581,1970,1,1,1,884233.67
0,39.75,2.514,210.9451605,8.324,1970,1,1,1,463513.26
0,33.43,3.527,195.4847959,6.232,1970,1,1,1,511059.95
0,72.66,3.688,223.3346212,5.964,1970,1,1,1,1517075.67
0,29.11,3.624,133.9587419,5.114,1970,1,1,1,1148624.83
0,31.64,2.96,127.5800323,7.224,1970,1,1,1,276011.4
0,76.36,3.918,129.4306,13.503,1970,1,1,1,1159212.1
0,73.4,3.814,225.1243526,6.664,1970,1,1,1,1236238.29
1,18.75,2.771,131.5866129,5.892,1970,1,1,1,1380892.08
0,57.66,3.927,197.664546,6.547,1970,1,1,1,1248950.65
0,45.35,3.47,140.4397857,7.706,1970,1,1,1,1308967.44
0,53.2,4.004,190.8680064,8.567,1970,1,1,1,711571.88
0,58.86,4.158,138.7395,8.953,1970,1,1,1,1259278.36
0,64.91,2.594,126.1454667,7.372,1970,1,1,1,1899959.61
1,55.7,3.236,210.0888571,10.148,1970,1,1,1,669965.22
0,54.44,2.708,210.376263,8.476,1970,1,1,1,508213.14
0,75.69,3.556,130.7012903,5.407,1970,1,1,1,337819.16
0,30.51,3.14,182.517732,8.724,1970,1,1,1,1123282.85
0,56.36,3.524,214.4886908,7.931,1970,1,1,1,437926.79
0,76.35,2.792,136.4554021,8.433,1970,1,1,1,970773.64
0,39.34,2.98,127.1917742,6.51,1970,1,1,1,1862476.27
0,83.79,2.653,214.6660741,7.343,1970,1,1,1,357346.48
0,69.16,3.784,136.2440968,9.863,1970,1,1,1,497085.91
0,70.81,3.721,224.4017192,5.668,1970,1,1,1,1425603.65
0,70.72,2.725,211.5187208,8.163,1970,1,1,1,710668.45
0,86.36,3.494,213.3473641,9.285,1970,1,1,1,643558.78
0,76.55,3.688,220.4075581,6.989,1970,1,1,1,527983.04
0,78.24,3.533,129.3259355,10.641,1970,1,1,1,926455.64
0,63.19,2.633,211.4044906,8.163,1970,1,1,1,1849921.44
0,69.97,3.84,138.1857097,4.156,1970,1,1,1,1510131.45
0,79.41,3.829,139.8933099,8.684,1970,1,1,1,770820.27
0,30.72,2.781,191.1430189,9.137,1970,1,1,1,1949183.14
0,79.24,3.501,221.3852748,6.891,1970,1,1,1,427021.18
0,29.88,2.717,189.7195417,7.039,1970,1,1,1,483177.2
0,55.37,3.268,221.5831306,6.132,1970,1,1,1,1326255.7
0,74.64,3.683,129.0490323,10.581,1970,1,1,1,947229.24
0,67.97,3.594,223.4257233,6.573,1970,1,1,1,1508068.77
0,83.31,3.637,214.1713416,8.177,1970,1,1,1,361311.41
1,45.61,3.566,194.6387853,8.622,1970,1,1,1,613135.23
0,59.39,3.659,198.1267184,6.432,1970,1,1,1,1306644.25
0,36.33,2.989,212.2240646,8.028,1970,1,1,1,1443206.46
0,80.7,2.65,126.1069032,7.372,1970,1,1,1,1796637.61
0,56.01,3.332,217.4853605,7.441,1970,1,1,1,1426405.46
0,48.27,2.976,211.4047419,7.742,1970,1,1,1,1444732.28
0,59.99,2.961,132.2230323,10.16,1970,1,1,1,502021.82
0,37.33,3.433,206.9153485,7.343,1970,1,1,1,2143424.61
0,77.62,3.574,129.1677097,6.56,1970,1,1,1,279677.0
0,81.63,3.329,130.7929,4.308,1970,1,1,1,2197299.65
0,62.62,2.992,135.7856359,8.058,1970,1,1,1,1955814.13
0,52.74,2.976,210.1842358,8.395,1970,1,1,1,1224475.12
0,91.07,3.684,216.1071198,6.529,1970,1,1,1,317738.56
0,84.36,3.659,129.1677097,5.644,1970,1,1,1,1989674.07
0,57.73,2.938,136.7375484,8.572,1970,1,1,1,1025766.27
0,66.56,3.683,138.1295333,9.14,1970,1,1,1,552338.76
0,88.44,3.554,219.023271,7.567,1970,1,1,1,379716.91
0,66.61,3.748,208.3346432,7.274,1970,1,1,1,706206.86
0,54.31,2.849,131.9408065,5.435,1970,1,1,1,919839.19
0,86.09,3.662,129.1846452,5.644,1970,1,1,1,2160057.39
0,84.0,3.407,220.6234054,6.623,1970,1,1,1,514489.17
0,47.34,3.538,194.8779718,8.622,1970,1,1,1,488880.26
0,74.84,4.004,135.9639355,8.358,1970,1,1,1,1310973.06
0,61.12,3.125,126.8794839,9.265,1970,1,1,1,238875.26
0,40.18,3.627,136.5030667,7.866,1970,1,1,1,1713769.06
0,52.1,3.29,211.5879908,9.653,1970,1,1,1,587685.38
0,10.11,3.008,191.667891,8.818,1970,1,1,1,513372.17
0,73.47,2.835,213.6211778,7.343,1970,1,1,1,399323.86
0,72.94,3.595,130.683,5.936,1970,1,1,1,960746.04
0,73.37,3.617,226.7210356,6.034,1970,1,1,1,1422794.26
0,18.12,2.586,189.6018023,7.039,1970,1,1,1,443242.17
0,43.57,3.936,197.7227385,6.547,1970,1,1,1,1220815.33
0,84.51,4.11,131.0983226,11.627,1970,1,1,1,412314.71
0,57.63,3.868,128.9107333,13.736,1970,1,1,1,362758.94
0,81.77,2.939,126.1900333,14.18,1970,1,1,1,1111797.21
1,86.33,3.73,224.0560076,5.668,1970,1,1,1,1608077.01
0,29.36,3.6,133.7361429,5.114,1970,1,1,1,1042043.55
0,69.41,3.84,138.1857097,4.156,1970,1,1,1,969387.48
0,59.85,3.443,130.1575161,7.545,1970,1,1,1,1683401.78
0,67.47,2.81,132.63,5.326,1970,1,1,1,924011.76
0,99.22,3.112,126.1283548,14.18,1970,1,1,1,328336.85
0,56.47,3.969,192.3308542,8.667,1970,1,1,1,1590274.72
0,61.87,3.906,215.4448709,7.931,1970,1,1,1,1388755.61
0,26.23,3.266,195.9841685,8.513,1970,1,1,1,1556017.91
0,88.02,2.664,214.9314191,7.346,1970,1,1,1,351728.21
0,77.84,2.783,182.2604411,8.743,1970,1,1,1,2130287.27
1,43.41,3.129,223.2496766,6.054,1970,1,1,1,549788.36
0,76.74,3.772,138.1437742,9.419,1970,1,1,1,518628.42
0,30.58,3.876,137.5066897,4.261,1970,1,1,1,954233.87
0,77.2,3.647,191.1655664,8.684,1970,1,1,1,711671.58
0,60.97,3.601,223.0154263,6.17,1970,1,1,1,1900745.13
0,62.21,3.555,219.3244636,7.244,1970,1,1,1,518696.89
0,76.57,3.61,142.2337569,7.753,1970,1,1,1,991969.37
0,69.92,3.285,216.6958311,7.441,1970,1,1,1,1837553.43
0,64.21,3.692,128.5121935,14.021,1970,1,1,1,1286413.71
1,52.27,3.722,130.3849032,12.187,1970,1,1,1,1572966.15
0,57.1,2.667,211.037551,8.324,1970,1,1,1,468189.93
0,70.33,3.473,214.2521573,8.028,1970,1,1,1,753711.32
0,17.56,3.341,129.8555333,6.617,1970,1,1,1,976522.93
0,70.59,2.731,190.3284922,7.335,1970,1,1,1,1173131.63
0,33.17,3.12,128.13,7.224,1970,1,1,1,279427.93
0,36.6,2.938,132.9245806,5.287,1970,1,1,1,1203119.96
0,32.56,3.193,136.7332569,8.458,1970,1,1,1,873954.7
0,90.45,3.575,218.9607242,6.404,1970,1,1,1,512834.04
0,50.24,2.919,136.688871,8.572,1970,1,1,1,960998.52
0,72.4,3.804,208.2306018,7.287,1970,1,1,1,1950826.32
0,55.34,3.864,131.1173333,9.575,1970,1,1,1,977628.78
0,47.51,2.766,189.575127,8.963,1970,1,1,1,1066792.63
0,81.77,2.939,126.1900333,14.18,1970,1,1,1,851919.34
0,70.83,2.701,126.1360645,7.896,1970,1,1,1,1903290.58
0,91.58,3.638,215.2593211,7.852,1970,1,1,1,1812768.26
1,37.0,3.64,189.7076048,8.424,1970,1,1,1,803657.12
0,63.26,3.488,214.0156238,8.028,1970,1,1,1,1425559.02
0,48.2,4.021,137.5843871,7.943,1970,1,1,1,1312849.1
0,75.68,3.467,216.0282356,7.852,1970,1,1,1,1347607.74
0,72.55,2.835,210.3399684,7.808,1970,1,1,1,1603955.12
1,40.22,3.424,195.7704,8.513,1970,1,1,1,1684468.66
0,33.81,3.919,134.3571,7.818,1970,1,1,1,921700.61
0,69.8,3.827,135.7837419,4.584,1970,1,1,1,1360520.56
0,81.99,3.512,130.737871,5.765,1970,1,1,1,2044148.23
0,25.01,3.266,195.9841685,6.759,1970,1,1,1,1682368.32
0,27.8,3.413,136.5883871,4.42,1970,1,1,1,2587953.32
1,83.63,3.044,126.1145806,14.18,1970,1,1,1,903119.03
0,45.99,3.261,219.5328198,7.057,1970,1,1,1,1744725.48
0,35.68,3.568,140.9124021,7.503,1970,1,1,1,786459.23
0,50.43,3.675,130.3144516,12.187,1970,1,1,1,888203.69
0,54.17,4.078,134.5143667,8.975,1970,1,1,1,1065427.37
0,66.0,2.715,189.4533931,7.363,1970,1,1,1,1174209.52
1,56.87,3.162,126.6692667,9.265,1970,1,1,1,240044.57
0,50.62,3.571,136.4666667,9.357,1970,1,1,1,504601.29
0,56.74,3.837,197.5553137,6.169,1970,1,1,1,493506.47
0,63.66,3.086,126.6034839,9.524,1970,1,1,1,505907.41
0,82.08,3.646,142.2234298,8.239,1970,1,1,1,2062224.92
0,68.74,2.853,126.2346,7.795,1970,1,1,1,1765584.48
0,67.88,2.899,136.1489101,9.051,1970,1,1,1,1223777.48
0,64.12,3.701,138.2033871,7.405,1970,1,1,1,1031745.14
0,88.07,3.682,218.8440545,7.567,1970,1,1,1,345381.29
0,85.55,3.571,221.6751459,6.565,1970,1,1,1,1410181.7
0,62.97,3.962,208.6386,7.287,1970,1,1,1,1881788.19
0,22.43,2.954,131.5279032,8.326,1970,1,1,1,1388725.63
0,77.41,3.483,130.9592258,4.308,1970,1,1,1,2179360.94
0,67.2,3.814,221.255812,6.891,1970,1,1,1,1764133.09
0,56.89,3.172,222.1589519,7.197,1970,1,1,1,1399322.44
0,42.47,2.843,214.8155214,6.433,1970,1,1,1,1069061.63
0,26.9,3.038,196.8262786,8.256,1970,1,1,1,541037.98
0,85.1,3.524,218.5467052,7.567,1970,1,1,1,368962.72
0,25.8,2.812,126.7313333,7.795,1970,1,1,1,2083379.89
0,59.15,3.448,212.8611313,8.395,1970,1,1,1,407506.78
0,61.3,2.921,182.9011166,8.724,1970,1,1,1,1984768.34
0,48.72,3.172,218.3590319,7.441,1970,1,1,1,412385.75
0,71.13,2.78,213.6716815,7.343,1970,1,1,1,1239766.89
0,44.98,3.01,213.7143412,6.858,1970,1,1,1,1287034.7
0,53.15,2.917,182.8558685,8.724,1970,1,1,1,1936621.09
0,34.32,3.058,130.3144516,5.774,1970,1,1,1,308295.38
0,52.21,3.268,219.6258417,7.057,1970,1,1,1,1372504.9
0,65.99,4.273,130.8261935,7.603,1970,1,1,1,278067.73
1,15.12,3.255,133.260871,7.907,1970,1,1,1,1010711.08
0,68.71,2.633,215.060858,7.564,1970,1,1,1,1293472.8
0,80.56,3.393,221.4009901,6.891,1970,1,1,1,1962924.3
0,48.79,2.844,182.0779857,8.992,1970,1,1,1,2066219.3
0,70.48,3.891,220.0454862,7.244,1970,1,1,1,304144.9
0,52.55,3.899,138.1065806,7.489,1970,1,1,1,978082.84
0,81.88,2.64,210.1286794,8.36,1970,1,1,1,487912.95
0,43.6,3.501,136.4909333,4.42,1970,1,1,1,1552886.59
0,77.02,4.058,131.136,7.382,1970,1,1,1,1821364.42
1,71.85,3.921,138.4729355,8.535,1970,1,1,1,1083521.24
0,55.4,4.0,142.9376167,8.665,1970,1,1,1,873643.14
0,64.99,2.633,212.3019522,6.768,1970,1,1,1,290494.85
0,86.37,3.407,221.5785461,6.565,1970,1,1,1,1757923.88
0,76.03,3.899,207.7281429,10.581,1970,1,1,1,684655.91
0,36.22,3.796,137.0632581,7.943,1970,1,1,1,1345311.65
0,37.13,2.777,182.1201566,8.992,1970,1,1,1,777951.22
0,50.81,2.771,211.5470304,8.163,1970,1,1,1,1956739.17
1,68.0,3.236,221.9011185,7.197,1970,1,1,1,556925.19
0,68.68,2.756,126.1602258,9.593,1970,1,1,1,942868.38
0,21.88,2.712,190.9931437,9.137,1970,1,1,1,552811.62
0,55.78,3.735,192.8470612,6.339,1970,1,1,1,600952.06
0,70.8,3.815,139.36375,8.023,1970,1,1,1,1077491.68
0,78.95,3.523,142.2548214,8.839,1970,1,1,1,825763.48
0,86.68,3.286,220.5278796,6.989,1970,1,1,1,508309.81
0,64.8,2.633,210.5144398,8.476,1970,1,1,1,1286598.59
0,42.83,3.01,211.8552668,8.028,1970,1,1,1,1695371.68
0,91.05,3.575,215.0134426,7.852,1970,1,1,1,1415473.91
0,80.87,2.759,209.6660514,8.464,1970,1,1,1,532241.22
0,63.83,3.781,128.9553,10.581,1970,1,1,1,1051518.45
1,30.45,3.239,137.1378318,8.549,1970,1,1,1,859258.17
0,53.56,3.459,214.1110564,7.742,1970,1,1,1,1553191.63
0,71.06,3.127,126.2898,9.524,1970,1,1,1,1921432.16
0,85.32,2.623,210.7577954,8.099,1970,1,1,1,1845879.79
0,17.94,3.331,195.8742575,8.513,1970,1,1,1,1415746.91
0,81.21,2.577,211.5312479,7.787,1970,1,1,1,1540163.53
0,70.45,3.61,138.2331935,4.156,1970,1,1,1,968502.38
0,77.99,4.193,131.1266667,11.627,1970,1,1,1,1170456.16
0,64.79,3.361,129.7821613,5.143,1970,1,1,1,2207742.13
0,65.25,3.85,138.1101935,4.125,1970,1,1,1,991054.49
0,73.65,3.771,129.0623548,5.946,1970,1,1,1,1986597.95
0,36.45,2.938,132.9245806,5.287,1970,1,1,1,968270.66
0,22.99,3.638,134.0682581,7.818,1970,1,1,1,849231.61
0,60.06,3.083,126.6050645,13.975,1970,1,1,1,335858.11
0,51.14,2.885,131.9809,10.16,1970,1,1,1,509100.84
0,71.25,3.594,214.7212488,8.839,1970,1,1,1,623919.23
0,66.22,3.798,138.1138065,4.125,1970,1,1,1,1476144.34
0,69.75,3.815,135.4468,8.89,1970,1,1,1,1087051.26
0,68.89,3.582,130.8381613,5.936,1970,1,1,1,924299.78
0,29.56,3.505,195.6376941,6.232,1970,1,1,1,513181.31
0,60.35,4.151,138.8256,8.693,1970,1,1,1,1416720.54
0,59.3,3.618,140.4616048,7.706,1970,1,1,1,981567.22
0,83.98,2.623,211.6561123,6.496,1970,1,1,1,280701.7
0,51.61,2.869,211.9580815,6.768,1970,1,1,1,367801.19
0,76.71,3.717,221.2601207,6.623,1970,1,1,1,1447614.08
0,24.05,3.193,132.8823226,5.114,1970,1,1,1,894280.19
0,42.43,2.692,189.734262,9.014,1970,1,1,1,1059781.78
0,41.44,3.158,218.605037,7.441,1970,1,1,1,1556798.94
0,57.06,3.236,126.9835806,9.003,1970,1,1,1,3749057.69
0,85.8,3.699,218.8784768,6.38,1970,1,1,1,587004.29
0,76.01,3.647,142.2126924,8.839,1970,1,1,1,808030.15
0,67.21,3.798,191.0028096,8.567,1970,1,1,1,2030869.61
0,48.28,2.725,189.7048215,8.963,1970,1,1,1,1131732.94
0,65.28,3.488,213.1096787,8.395,1970,1,1,1,1348410.05
1,81.72,3.546,219.2135305,7.567,1970,1,1,1,377347.49
1,66.04,3.809,136.2745806,4.584,1970,1,1,1,1423289.9
0,49.98,3.312,127.3009355,8.744,1970,1,1,1,1710803.59
0,92.07,3.523,215.386897,7.852,1970,1,1,1,387944.83
0,54.82,2.903,132.7516667,8.275,1970,1,1,1,1361944.94
0,55.76,2.732,209.7870932,8.554,1970,1,1,1,515777.97
0,75.98,3.721,221.4578604,6.623,1970,1,1,1,521320.98
0,73.03,3.818,128.8238065,8.494,1970,1,1,1,620087.35
0,16.6,3.132,132.6764,8.149,1970,1,1,1,1149612.04
0,80.99,2.64,210.1286794,8.36,1970,1,1,1,1308222.24
0,78.26,2.933,136.4179827,7.982,1970,1,1,1,1880691.64
0,58.85,3.882,192.3088989,8.667,1970,1,1,1,760281.43
0,89.58,2.664,211.2596586,8.099,1970,1,1,1,848873.28
0,55.74,3.459,214.6729901,6.634,1970,1,1,1,293098.1
0,63.56,3.288,212.576205,8.395,1970,1,1,1,1316385.43
0,73.05,3.842,129.7821613,12.89,1970,1,1,1,1203172.05
0,65.33,3.784,136.2440968,4.584,1970,1,1,1,1464295.69
0,73.12,3.784,135.6283333,8.89,1970,1,1,1,1048802.62
0,93.19,3.129,126.0892903,14.18,1970,1,1,1,1191585.92
0,83.01,3.62,225.6925864,6.334,1970,1,1,1,412449.67
0,90.37,3.1,126.1518,14.18,1970,1,1,1,343850.34
0,51.42,3.53,140.4127857,8.745,1970,1,1,1,820964.1
1,46.11,2.548,209.9970208,8.554,1970,1,1,1,529852.7
0,74.98,3.807,214.1921572,8.3,1970,1,1,1,1563140.85
0,49.3,3.53,211.1847207,7.082,1970,1,1,1,2169933.82
0,23.79,3.827,137.4238966,4.261,1970,1,1,1,927732.02
0,84.66,2.627,203.4173387,9.816,1970,1,1,1,698536.06
0,70.15,3.127,126.2898,14.099,1970,1,1,1,1043240.27
0,75.19,3.688,225.2351496,6.664,1970,1,1,1,431985.36
0,90.47,3.875,130.7562667,11.627,1970,1,1,1,943124.74
0,51.42,3.717,140.4127857,7.906,1970,1,1,1,1723739.44
0,50.59,2.776,189.467827,7.363,1970,1,1,1,1163234.33
0,65.46,3.372,217.3251824,7.441,1970,1,1,1,738812.0
0,23.41,3.527,195.4847959,8.513,1970,1,1,1,564536.01
0,59.25,3.09,126.6019032,14.099,1970,1,1,1,341630.46
0,51.26,2.773,126.6019032,9.593,1970,1,1,1,950684.2
0,49.36,3.569,210.6918901,7.082,1970,1,1,1,2065421.52
0,62.63,2.684,189.4000734,6.842,1970,1,1,1,535587.31
0,82.06,3.473,214.7934111,8.177,1970,1,1,1,343108.12
0,49.87,4.192,134.5143667,7.658,1970,1,1,1,630522.67
0,43.45,2.983,203.4840645,10.398,1970,1,1,1,614940.07
0,70.51,2.755,204.7900305,7.527,1970,1,1,1,1946369.57
0,82.11,2.582,211.5224596,7.787,1970,1,1,1,1430378.67
0,39.62,3.919,134.3571,4.781,1970,1,1,1,1447301.24
0,77.49,3.711,186.032016,8.625,1970,1,1,1,2063401.06
0,70.06,3.888,220.3014485,6.989,1970,1,1,1,308389.82
0,73.49,3.891,220.1204125,6.989,1970,1,1,1,1764847.94
0,74.15,3.506,214.6466757,7.139,1970,1,1,1,2055952.61
0,77.47,3.551,131.0287742,4.308,1970,1,1,1,2154137.67
0,34.32,3.193,182.5983058,8.549,1970,1,1,1,680254.35
0,35.42,2.753,131.686,9.202,1970,1,1,1,1068157.45
1,23.89,3.655,137.1666774,7.467,1970,1,1,1,1081005.64
0,68.43,3.004,126.6019032,9.849,1970,1,1,1,325201.05
0,27.39,3.191,196.9565303,6.589,1970,1,1,1,1239813.26
0,43.9,3.01,215.7358438,6.416,1970,1,1,1,463561.48
1,68.6,2.717,136.6212085,8.433,1970,1,1,1,924174.4
0,49.0,3.633,136.472,4.42,1970,1,1,1,1463501.99
0,56.72,3.947,142.0759262,7.671,1970,1,1,1,997868.63
0,67.31,3.805,129.7706452,12.89,1970,1,1,1,400430.78
0,71.17,3.617,223.7744444,5.422,1970,1,1,1,343048.29
0,67.91,3.787,219.9705599,7.244,1970,1,1,1,1469593.37
0,64.44,4.273,130.8261935,12.187,1970,1,1,1,428465.11
0,66.97,3.877,221.2021074,6.891,1970,1,1,1,462909.41
0,54.26,2.982,181.6612792,8.899,1970,1,1,1,758182.2
0,57.56,2.921,205.1118126,7.484,1970,1,1,1,1891816.0
0,61.36,2.869,203.8488134,7.856,1970,1,1,1,712647.97
0,53.03,3.231,127.5800323,8.744,1970,1,1,1,1715769.05
